"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Ore Dict keys"
"Ancient Beasts","ancientbeasts:tribe_staff",5549,0,"false","item.tribe_staff.name",""
"Ancient Beasts","ancientbeasts:vessel",5540,0,"false","Vessel",""
"Ancient Beasts","ancientbeasts:wisp_bottle",5552,0,"true","item.wisp_bottle.name",""
"Ancient Beasts","ancientbeasts:wisp_torch",5550,0,"false","item.wisp_torch.name",""
"Ancient Warfare Automation","ancientwarfareautomation:animal_farm",5586,0,"false","Animal Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:auto_crafting",5594,0,"false","Auto Crafting Table",""
"Ancient Warfare Automation","ancientwarfareautomation:chunk_loader_deluxe",5607,0,"false","Deluxe Chunk Loader",""
"Ancient Warfare Automation","ancientwarfareautomation:chunk_loader_simple",5606,0,"false","Simple Chunk Loader",""
"Ancient Warfare Automation","ancientwarfareautomation:crop_farm",5584,0,"false","Crop Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:fish_farm",5587,0,"false","Fish Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_controller",5596,0,"true","Light Flywheel Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_controller",5596,1,"true","Medium Flywheel Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_controller",5596,2,"true","Heavy Flywheel Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_storage",5597,0,"true","Light Flywheel Energy Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_storage",5597,1,"true","Medium Flywheel Energy Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_storage",5597,2,"true","Heavy Flywheel Energy Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:fruit_farm",5585,0,"false","Fruit Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:hand_cranked_generator",5603,0,"false","Hand Cranked Torque Generator",""
"Ancient Warfare Automation","ancientwarfareautomation:mailbox",5595,0,"false","Mailbox",""
"Ancient Warfare Automation","ancientwarfareautomation:quarry",5582,0,"false","Quarry",""
"Ancient Warfare Automation","ancientwarfareautomation:stirling_generator",5601,0,"false","Stirling Generator",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_distributor",5600,0,"true","Light Torque Distributor",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_distributor",5600,1,"true","Medium Torque Distributor",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_distributor",5600,2,"true","Heavy Torque Distributor",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_junction",5598,0,"true","Light Torque Junction",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_junction",5598,1,"true","Medium Torque Junction",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_junction",5598,2,"true","Heavy Torque Junction",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_shaft",5599,0,"true","Light Torque Shaft",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_shaft",5599,1,"true","Medium Torque Shaft",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_shaft",5599,2,"true","Heavy Torque Shaft",""
"Ancient Warfare Automation","ancientwarfareautomation:tree_farm",5583,0,"false","Tree Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_control",5588,0,"false","Warehouse Control Block",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_crafting",5591,0,"false","Warehouse Crafting Table",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_interface",5590,0,"false","Warehouse Interface",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_stock_linker",5593,0,"false","Warehouse Stock Linker",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_stock_viewer",5592,0,"false","Warehouse Stock Viewer",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_storage",5589,0,"true","Small Warehouse Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_storage",5589,1,"true","Medium Warehouse Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_storage",5589,2,"true","Large Warehouse Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:waterwheel_generator",5602,0,"false","Waterwheel Generator",""
"Ancient Warfare Automation","ancientwarfareautomation:windmill_blade",5604,0,"false","Windmill Blade",""
"Ancient Warfare Automation","ancientwarfareautomation:windmill_generator",5605,0,"false","Windmill Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",5608,0,"true","Medium Bounds Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",5608,1,"true","Large Bounds Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",5608,2,"true","Medium Quarry Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",5608,3,"true","Large Quarry Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",5608,4,"true","Lightly Enchanted Tools Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",5608,5,"true","Highly Enchanted Tools Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",5608,6,"true","Basic Tool Quality Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",5608,7,"true","Intermediate Tool Quality Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",5608,8,"true","Advanced Tool Quality Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",5608,9,"true","Basic Chunkloader Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",5608,10,"true","Quarry Chunkloader Upgrade",""
"Ancient Warfare Core","ancientwarfare:backpack",5568,0,"true","Small Pack",""
"Ancient Warfare Core","ancientwarfare:backpack",5568,1,"true","Travel Pack",""
"Ancient Warfare Core","ancientwarfare:backpack",5568,2,"true","Medium Pack",""
"Ancient Warfare Core","ancientwarfare:backpack",5568,3,"true","Large Pack",""
"Ancient Warfare Core","ancientwarfare:component",5580,0,"true","Wooden Gear Set","gearWood"
"Ancient Warfare Core","ancientwarfare:component",5580,1,"true","Iron Gear Set","gearIron"
"Ancient Warfare Core","ancientwarfare:component",5580,2,"true","Steel Gear Set","gearSteel"
"Ancient Warfare Core","ancientwarfare:component",5580,3,"true","Wooden Bushing Set","bearingWood"
"Ancient Warfare Core","ancientwarfare:component",5580,4,"true","Iron Bushing Set Set","bearingIron"
"Ancient Warfare Core","ancientwarfare:component",5580,5,"true","Steel Bushing Set","bearingSteel"
"Ancient Warfare Core","ancientwarfare:component",5580,6,"true","Wooden Torque Shaft","shaftWood"
"Ancient Warfare Core","ancientwarfare:component",5580,7,"true","Iron Torque Shaft","shaftIron"
"Ancient Warfare Core","ancientwarfare:component",5580,8,"true","Steel Torque Shaft","shaftSteel"
"Ancient Warfare Core","ancientwarfare:diamond_hammer",5578,0,"false","Diamond Hammer",""
"Ancient Warfare Core","ancientwarfare:diamond_quill",5573,0,"false","Diamond Quill",""
"Ancient Warfare Core","ancientwarfare:engineering_station",5563,0,"false","Engineering Bench",""
"Ancient Warfare Core","ancientwarfare:gold_hammer",5577,0,"false","Gold Hammer",""
"Ancient Warfare Core","ancientwarfare:gold_quill",5572,0,"false","Gold Quil",""
"Ancient Warfare Core","ancientwarfare:info_tool",5565,0,"false","Info Tool",""
"Ancient Warfare Core","ancientwarfare:iron_hammer",5576,0,"false","Iron Hammer",""
"Ancient Warfare Core","ancientwarfare:iron_quill",5571,0,"false","Iron Quill",""
"Ancient Warfare Core","ancientwarfare:manual",5579,0,"false","Treatise on the Principles of Ruling",""
"Ancient Warfare Core","ancientwarfare:research_book",5566,0,"false","Research Book",""
"Ancient Warfare Core","ancientwarfare:research_note",5567,0,"false","Research Note",""
"Ancient Warfare Core","ancientwarfare:research_station",5564,0,"false","Research Bench",""
"Ancient Warfare Core","ancientwarfare:steel_ingot",5581,0,"false","Steel Ingot","ingotSteel"
"Ancient Warfare Core","ancientwarfare:stone_hammer",5575,0,"false","Stone Hammer",""
"Ancient Warfare Core","ancientwarfare:stone_quill",5570,0,"false","Stone Quill",""
"Ancient Warfare Core","ancientwarfare:wooden_hammer",5574,0,"false","Wooden Hammer",""
"Ancient Warfare Core","ancientwarfare:wooden_quill",5569,0,"false","Wooden Quill",""
"Ancient Warfare NPCs","ancientwarfarenpc:bard_instrument",5615,0,"true","Lute",""
"Ancient Warfare NPCs","ancientwarfarenpc:bard_instrument",5615,1,"true","Flute",""
"Ancient Warfare NPCs","ancientwarfarenpc:bard_instrument",5615,2,"true","Harp",""
"Ancient Warfare NPCs","ancientwarfarenpc:bard_instrument",5615,3,"true","Drum",""
"Ancient Warfare NPCs","ancientwarfarenpc:coin",5638,0,"false","item.coin..name",""
"Ancient Warfare NPCs","ancientwarfarenpc:combat_order",5634,0,"false","Combat Order",""
"Ancient Warfare NPCs","ancientwarfarenpc:death_scythe",5643,0,"false","Death's Scythe",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_cleaver",5666,0,"false","Diamond Cleaver",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_command_baton",5614,0,"false","Diamond Command Baton",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_halberd",5656,0,"false","Diamond Halberd",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_lance",5661,0,"false","Diamond Lance",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_shield",5620,0,"false","Diamond Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_spear",5651,0,"false","Diamond Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:food_bundle",5646,0,"false","Food Bundle","foodBundle"
"Ancient Warfare NPCs","ancientwarfarenpc:giant_club",5644,0,"false","Giant Club",""
"Ancient Warfare NPCs","ancientwarfarenpc:gold_command_baton",5613,0,"false","Gold Command Baton",""
"Ancient Warfare NPCs","ancientwarfarenpc:gold_shield",5619,0,"false","Gold Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:golden_cleaver",5665,0,"false","Golden Cleaver",""
"Ancient Warfare NPCs","ancientwarfarenpc:golden_halberd",5655,0,"false","Golden Halberd",""
"Ancient Warfare NPCs","ancientwarfarenpc:golden_lance",5660,0,"false","Golden Lance",""
"Ancient Warfare NPCs","ancientwarfarenpc:golden_spear",5650,0,"false","Golden Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:ice_spear",5645,0,"false","Ice Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_cleaver",5664,0,"false","Iron Cleaver",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_command_baton",5612,0,"false","Iron Command Baton",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_halberd",5654,0,"false","Iron Halberd",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_lance",5659,0,"false","Iron Lance",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_shield",5618,0,"false","Iron Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_spear",5649,0,"false","Iron Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:macuahuitl",5639,0,"false","Macuahuitl",""
"Ancient Warfare NPCs","ancientwarfarenpc:npc_spawner",5637,0,"false","item.npc_spawner.name",""
"Ancient Warfare NPCs","ancientwarfarenpc:obsidian_spear",5667,0,"false","Obsidian Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:pitchfork",5641,0,"false","Pitchfork",""
"Ancient Warfare NPCs","ancientwarfarenpc:routing_order",5635,0,"false","Routing Order",""
"Ancient Warfare NPCs","ancientwarfarenpc:scythe",5642,0,"false","Scythe",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_buffloka",5631,0,"false","Buffloka Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_1",5623,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_2",5624,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_3",5625,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_4",5626,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_5",5627,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_6",5628,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_tribal_1",5621,0,"false","Tribal Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_tribal_2",5622,0,"false","Tribal Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_witchbane_1",5629,0,"false","Witchbane Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_witchbane_2",5630,0,"false","Witchbane Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:sickle",5640,0,"false","Sickle",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_cleaver",5663,0,"false","Stone Cleaver",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_command_baton",5611,0,"false","Stone Command Baton",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_halberd",5653,0,"false","Stone Halberd",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_lance",5658,0,"false","Stone Lance",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_shield",5617,0,"false","Stone Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_spear",5648,0,"false","Stone Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:town_hall",5609,0,"false","Town Hall",""
"Ancient Warfare NPCs","ancientwarfarenpc:trade_order",5636,0,"false","Trade Order",""
"Ancient Warfare NPCs","ancientwarfarenpc:upkeep_order",5633,0,"false","Upkeep Order",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_cleaver",5662,0,"false","Wooden Cleaver",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_command_baton",5610,0,"false","Wooden Command Baton",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_halberd",5652,0,"false","Wooden Halberd",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_lance",5657,0,"false","Wooden Lance",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_shield",5616,0,"false","Wooden Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_spear",5647,0,"false","Wooden Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:work_order",5632,0,"false","Work Order",""
"Ancient Warfare Structures","ancientwarfarestructure:advanced_loot_chest",5674,0,"false","Advanced Loot Chest",""
"Ancient Warfare Structures","ancientwarfarestructure:advanced_spawner",5668,0,"false","Advanced Monster Spawner",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_candle",5681,0,"false","tile.altar_candle",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_lectern",5682,0,"false","Altar Lectern",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_long_cloth",5680,0,"false","tile.altar_long_cloth",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_short_cloth",5679,0,"false","tile.altar_short_cloth",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_sun",5683,0,"false","Altar Sun",""
"Ancient Warfare Structures","ancientwarfarestructure:bench",5708,0,"false","Oak Wood Bench",""
"Ancient Warfare Structures","ancientwarfarestructure:block_info_clicker",5725,0,"false","Block Info Tool",""
"Ancient Warfare Structures","ancientwarfarestructure:brazier_ember",5677,0,"false","tile.brazier_ember.name",""
"Ancient Warfare Structures","ancientwarfarestructure:brazier_flame",5678,0,"false","tile.brazier_flame.name",""
"Ancient Warfare Structures","ancientwarfarestructure:chair",5699,0,"false","Oak Wood Chair",""
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_ancient",5715,0,"false","Ancient Coin Stack",""
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_copper",5712,0,"false","Copper Owl Stack",""
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_gold",5714,0,"false","Gold Dragon Stack",""
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_silver",5713,0,"false","Silver Stag Stack",""
"Ancient Warfare Structures","ancientwarfarestructure:construction_tool",5723,0,"false","Construction Tool",""
"Ancient Warfare Structures","ancientwarfarestructure:construction_tool_lakes",5724,0,"false","Lake Construction Tool",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",5685,0,"false","Banner",""
"Ancient Warfare Structures","ancientwarfarestructure:drafting_station",5670,0,"false","Drafting Bench",""
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",5675,0,"false","tile.fire_pit.name",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_proxy",5669,0,"false","Gate Proxy Block",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",5722,0,"true","Wooden Gate (vert. open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",5722,1,"true","Iron Gate (vert. open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",5722,4,"true","Wooden Gate (slide open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",5722,5,"true","Iron Gate (slide open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",5722,8,"true","Wooden Gate (split open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",5722,9,"true","Iron Gate (split open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",5722,12,"true","Drawbridge (rotate open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gibbet",5705,0,"false","Gibbet",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_1",5690,0,"false","Goblin Totem 1",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_2",5691,0,"false","Goblin Totem 2",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_2_lit",5692,0,"false","Goblin Totem 2 Lit",""
"Ancient Warfare Structures","ancientwarfarestructure:golden_idol",5686,0,"false","Golden Idol",""
"Ancient Warfare Structures","ancientwarfarestructure:golden_throne",5702,0,"false","Golden Throne",""
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",5716,0,"false","tile.gravestone.name",""
"Ancient Warfare Structures","ancientwarfarestructure:iron_cage",5704,0,"false","Iron Cage",""
"Ancient Warfare Structures","ancientwarfarestructure:loot_basket",5693,0,"false","Basket",""
"Ancient Warfare Structures","ancientwarfarestructure:loot_chest_placer",5726,0,"false","Loot Chest Placer",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_1",5687,0,"false","Orc Totem 1",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_2",5688,0,"false","Orc Totem 2",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_2_lit",5689,0,"false","Orc Totem 2 Lit",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",5684,0,"false","Protection Flag",""
"Ancient Warfare Structures","ancientwarfarestructure:scissor_seat",5710,0,"false","Scissor Seat",""
"Ancient Warfare Structures","ancientwarfarestructure:sound_block",5672,0,"false","Sound Block",""
"Ancient Warfare Structures","ancientwarfarestructure:spawner_placer",5721,0,"false","Mob Spawner Placement Tool",""
"Ancient Warfare Structures","ancientwarfarestructure:stake",5707,0,"false","tile.stake.name",""
"Ancient Warfare Structures","ancientwarfarestructure:statue",5711,0,"false","tile.statue.name",""
"Ancient Warfare Structures","ancientwarfarestructure:stone_coffin",5695,0,"false","tile.stone_coffin.name",""
"Ancient Warfare Structures","ancientwarfarestructure:stool",5696,0,"false","Oak Wood Stool",""
"Ancient Warfare Structures","ancientwarfarestructure:stretching_rack",5706,0,"false","Stretching Rack",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder",5718,0,"false","Structure Builder",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",5671,0,"false","Survival Structure Builder",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_world_gen",5719,0,"false","WorldGen Structure Builder",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_scanner",5717,0,"false","Structure Scanner",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_scanner_block",5673,0,"false","Structure Scanner",""
"Ancient Warfare Structures","ancientwarfarestructure:table",5698,0,"false","Oak Wood Table",""
"Ancient Warfare Structures","ancientwarfarestructure:totem_part",5676,0,"false","Totem Part",""
"Ancient Warfare Structures","ancientwarfarestructure:town_builder",5720,0,"false","Instant Town Building Tool",""
"Ancient Warfare Structures","ancientwarfarestructure:tribal_chair",5709,0,"false","Tribal Chair",""
"Ancient Warfare Structures","ancientwarfarestructure:tribal_stool",5700,0,"false","Tribal Stool",""
"Ancient Warfare Structures","ancientwarfarestructure:urn",5697,0,"false","Urn",""
"Ancient Warfare Structures","ancientwarfarestructure:wooden_coffin",5694,0,"false","tile.wooden_coffin.name",""
"Ancient Warfare Structures","ancientwarfarestructure:wooden_post",5703,0,"false","Wooden Post",""
"Ancient Warfare Structures","ancientwarfarestructure:wooden_throne",5701,0,"false","Wooden Throne",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_arrow",5792,0,"false","Heavy Arrow",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_ball_shot",5750,0,"false","Stone Ball Shot",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_ballista_bolt",5793,0,"false","Ballista Bolt",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_ballista_bolt_explosive",5795,0,"false","Ballista Explosive Bolt",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_ballista_bolt_flame",5794,0,"false","Ballista Flame Bolt",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_ballista_bolt_iron",5796,0,"false","Ballista Iron Bolt",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_canister_shot_10",5785,0,"false","Canister 10kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_canister_shot_15",5786,0,"false","Canister 15kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_canister_shot_25",5787,0,"false","Canister 25kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_canister_shot_5",5784,0,"false","Canister 5kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_cluster_shot_10",5772,0,"false","Cluster Shot 10kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_cluster_shot_15",5773,0,"false","Cluster Shot 15kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_cluster_shot_30",5774,0,"false","Cluster Shot 30kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_cluster_shot_45",5775,0,"false","Cluster Shot 45kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_10",5760,0,"false","Explosive Shot 10kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_10_big",5764,0,"false","High Explosive Shot 10kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_15",5761,0,"false","Explosive Shot 15kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_15_big",5765,0,"false","High Explosive Shot 15kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_30",5762,0,"false","Explosive Shot 30kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_30_big",5766,0,"false","High Explosive Shot 30kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_45",5763,0,"false","Explosive Shot 45kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_45_big",5767,0,"false","High Explosive Shot 45kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_flame_shot_10",5756,0,"false","Flame Shot 10kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_flame_shot_15",5757,0,"false","Flame Shot 15kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_flame_shot_30",5758,0,"false","Flame Shot 30kg",""
